timestamp_iso,ts,rms_ra,rms_dec,rms_total,peak_ra,peak_dec,snr_avg,hfd_avg,spike_score,trend_ra,trend_dec,condition,frame_count,consecutive_high,consecutive_low,actions_count,actions_summary
2026-05-09T14:34:20,1778330060.02,0.3269,0.1896,0.3779,0.8219,0.501,45.45,2.0,0.1154,0.000123,-0.001501,NOMINAL,26,0,24,0,
2026-05-09T14:34:22,1778330062.02,0.3221,0.1897,0.3738,0.8219,0.501,45.59,2.02,0.1111,0.000802,-0.003073,NOMINAL,27,0,25,0,
2026-05-09T14:34:24,1778330064.03,0.3175,0.1898,0.3699,0.8219,0.501,45.47,2.03,0.1071,-0.00087,-0.004328,NOMINAL,28,0,26,0,
2026-05-09T14:34:26,1778330066.03,0.3121,0.1876,0.3641,0.8219,0.501,45.35,2.04,0.1379,-0.000989,-0.004732,NOMINAL,29,0,27,0,
2026-05-09T14:34:28,1778330068.03,0.3165,0.2017,0.3753,0.8219,0.501,44.66,2.06,0.1333,0.001485,-0.001441,NOMINAL,30,0,28,1,DEC Aggressiveness 68.0→70.0
2026-05-09T14:34:30,1778330070.03,0.309,0.2177,0.378,0.8219,0.501,44.19,2.15,0.1333,0.005927,0.002749,NOMINAL,30,0,29,0,
2026-05-09T14:34:32,1778330072.03,0.3598,0.2066,0.4149,1.0684,0.501,43.81,2.19,0.2,0.009551,0.00561,NOMINAL,30,0,30,0,
2026-05-09T14:34:34,1778330074.03,0.4365,0.2047,0.4821,1.3594,0.501,42.89,2.2,0.2,0.000185,0.005842,NOMINAL,30,0,31,0,
2026-05-09T14:34:36,1778330076.03,0.4389,0.2132,0.4879,1.3594,0.501,42.2,2.26,0.1667,-0.001405,0.008118,NOMINAL,30,0,32,0,
2026-05-09T14:34:38,1778330078.03,0.4377,0.2176,0.4888,1.3594,0.501,41.66,2.32,0.1667,-0.003502,0.0084,NOMINAL,30,0,33,0,
2026-05-09T14:34:40,1778330080.03,0.4239,0.2172,0.4763,1.3594,0.501,40.98,2.41,0.1667,-0.008504,0.007615,NOMINAL,30,0,34,0,
2026-05-09T14:34:42,1778330082.03,0.4574,0.2225,0.5086,1.3594,0.501,40.08,2.44,0.1667,-0.013523,0.005538,NOMINAL,30,0,33,0,
2026-05-09T14:34:44,1778330084.03,0.4525,0.2172,0.5019,1.3594,0.501,39.58,2.49,0.1667,-0.010186,0.006636,NOMINAL,30,0,32,0,
2026-05-09T14:34:46,1778330086.03,0.4525,0.2134,0.5003,1.3594,0.501,38.87,2.54,0.1667,-0.010381,0.005077,NOMINAL,30,0,31,0,
2026-05-09T14:34:48,1778330088.03,0.4593,0.2307,0.514,1.3594,0.5358,38.37,2.61,0.2,-0.0081,0.002838,NOMINAL,30,0,30,0,
2026-05-09T14:34:50,1778330090.03,0.5246,0.2327,0.5739,1.3921,0.5358,38.02,2.65,0.2,-0.000213,-0.000557,NOMINAL,30,0,29,0,
2026-05-09T14:34:52,1778330092.03,0.5265,0.262,0.5881,1.3921,0.6595,37.69,2.69,0.1667,-0.001715,0.003665,NOMINAL,30,0,28,0,
2026-05-09T14:34:54,1778330094.04,0.5343,0.2662,0.5969,1.3921,0.6595,37.41,2.71,0.1333,-0.005867,0.004331,NOMINAL,30,0,27,0,
2026-05-09T14:34:56,1778330096.04,0.5341,0.2743,0.6004,1.3921,0.6595,36.67,2.73,0.1333,-0.00618,0.005945,NOMINAL,30,0,26,0,
2026-05-09T14:34:58,1778330098.04,0.5551,0.2735,0.6189,1.3921,0.6595,36.29,2.77,0.1333,-0.010684,0.004814,NOMINAL,30,0,25,0,
2026-05-09T14:35:00,1778330100.04,0.5551,0.2771,0.6205,1.3921,0.6595,36.14,2.84,0.1333,-0.010169,0.004711,NOMINAL,30,0,24,0,
2026-05-09T14:35:02,1778330102.04,0.5655,0.2763,0.6294,1.3921,0.6595,35.31,2.91,0.1333,-0.014655,0.004051,NOMINAL,30,0,23,0,
2026-05-09T14:35:04,1778330104.04,0.5624,0.2762,0.6265,1.3921,0.6595,34.48,2.98,0.1667,-0.01208,0.003088,NOMINAL,30,0,22,0,
2026-05-09T14:35:06,1778330106.04,0.5578,0.2783,0.6234,1.3921,0.6595,34.23,3.02,0.1667,-0.008465,0.000955,NOMINAL,30,0,21,0,
2026-05-09T14:35:08,1778330108.04,0.5636,0.2896,0.6337,1.3921,0.6595,34.3,3.08,0.1667,-0.009633,-0.003559,NOMINAL,30,0,20,0,
2026-05-09T14:35:10,1778330110.04,0.577,0.2978,0.6493,1.3921,0.6595,34.06,3.12,0.1,-0.003626,-0.0074,NOMINAL,30,0,19,0,
2026-05-09T14:35:12,1778330112.04,0.5672,0.3431,0.6629,1.3921,0.9347,33.29,3.17,0.1,-0.012197,-0.001563,NOMINAL,30,0,18,0,
2026-05-09T14:35:14,1778330114.05,0.7063,0.3466,0.7868,2.3086,0.9347,32.58,3.27,0.0667,0.004238,-0.004663,NOMINAL,30,0,17,0,
2026-05-09T14:35:16,1778330116.05,0.7255,0.3645,0.8119,2.3086,0.9347,31.84,3.34,0.0667,0.008107,-0.008565,NOMINAL,30,0,16,0,
2026-05-09T14:35:18,1778330118.05,0.7804,0.3592,0.8591,2.3086,0.9347,31.14,3.47,0.1,-0.001394,-0.00323,DEGRADED_SEEING,30,1,0,0,
2026-05-09T14:35:20,1778330120.05,0.8164,0.3669,0.895,2.3086,0.9347,30.06,3.58,0.0667,0.010165,-0.006297,DEGRADED_SEEING,30,2,0,0,
2026-05-09T14:35:22,1778330122.05,0.8229,0.366,0.9006,2.3086,0.9347,28.96,3.7,0.0667,0.014572,-0.008713,DEGRADED_SEEING,30,3,0,0,
2026-05-09T14:35:24,1778330124.05,0.862,0.3657,0.9363,2.3086,0.9347,28.23,3.76,0.0667,0.00382,-0.011478,DEGRADED_SEEING,30,4,0,0,
2026-05-09T14:35:26,1778330126.06,0.8636,0.3872,0.9464,2.3086,0.9347,27.75,3.89,0.0667,0.002103,-0.007972,DEGRADED_SEEING,30,5,0,0,
2026-05-09T14:35:28,1778330128.06,0.8601,0.3789,0.9398,2.3086,0.9347,28.22,3.92,0.0667,0.00524,-0.005013,DEGRADED_SEEING,30,6,0,2,RA Aggressiveness 75.0→70.0 | RA MinMove 0.1→0.2
2026-05-09T14:35:30,1778330130.07,0.8594,0.3682,0.935,2.3086,0.9347,28.54,3.87,0.0667,0.006045,-0.002046,DEGRADED_SEEING,30,7,0,0,
2026-05-09T14:35:32,1778330132.07,0.8423,0.3697,0.9199,2.3086,0.9347,28.55,3.84,0.0667,0.017282,-0.003003,DEGRADED_SEEING,30,8,0,0,
2026-05-09T14:35:34,1778330134.07,0.8068,0.371,0.8881,2.3086,0.9347,28.99,3.84,0.0667,0.006702,-0.005634,DEGRADED_SEEING,30,9,0,0,
2026-05-09T14:35:36,1778330136.07,0.8049,0.3717,0.8866,2.3086,0.9347,29.62,3.78,0.0667,0.004729,-0.005734,DEGRADED_SEEING,30,10,0,0,
2026-05-09T14:35:38,1778330138.07,0.8177,0.3705,0.8977,2.3086,0.9347,30.06,3.73,0.1,0.009741,-0.005142,DEGRADED_SEEING,30,11,0,0,
2026-05-09T14:35:40,1778330140.08,0.8179,0.3711,0.8982,2.3086,0.9347,30.21,3.71,0.1,0.010058,-0.005078,DEGRADED_SEEING,30,12,0,0,
2026-05-09T14:35:42,1778330142.08,0.8133,0.369,0.8931,2.3086,0.9347,30.57,3.72,0.1333,0.008579,-0.007423,DEGRADED_SEEING,30,13,0,0,
2026-05-09T14:35:44,1778330144.08,0.8137,0.3713,0.8944,2.3086,0.9347,30.53,3.69,0.1333,0.0098,-0.008731,DEGRADED_SEEING,30,14,0,0,
2026-05-09T14:35:46,1778330146.08,0.8175,0.3784,0.9008,2.3086,0.9347,30.85,3.68,0.1,0.011775,-0.005217,DEGRADED_SEEING,30,15,0,0,
2026-05-09T14:35:48,1778330148.08,0.8141,0.3674,0.8932,2.3086,0.9347,31.05,3.63,0.1,0.012482,-0.007183,DEGRADED_SEEING,30,16,0,0,
2026-05-09T14:35:50,1778330150.08,0.774,0.364,0.8553,2.3086,0.9347,31.53,3.6,0.1,0.020015,-0.008678,DEGRADED_SEEING,30,17,0,0,
2026-05-09T14:35:52,1778330152.08,0.7706,0.3441,0.844,2.3086,0.9347,31.85,3.59,0.1333,0.017506,-0.003466,NOMINAL,30,16,0,0,
2026-05-09T14:35:54,1778330154.08,0.7653,0.3413,0.8379,2.3086,0.9347,32.02,3.57,0.1333,0.013101,-0.002255,NOMINAL,30,15,0,0,
2026-05-09T14:35:56,1778330156.08,0.761,0.3371,0.8324,2.3086,0.9347,32.13,3.57,0.1333,0.006901,0.002051,NOMINAL,30,14,0,0,
2026-05-09T14:35:58,1778330158.09,0.7468,0.3376,0.8196,2.3086,0.9347,32.46,3.52,0.1667,0.001862,0.002206,NOMINAL,30,13,0,0,
2026-05-09T14:36:00,1778330160.09,0.7519,0.3419,0.826,2.3086,0.9347,32.49,3.46,0.1667,0.003766,0.007586,NOMINAL,30,12,0,0,
2026-05-09T14:36:02,1778330162.09,0.7438,0.3472,0.8208,2.3086,0.9347,33.3,3.4,0.1667,-0.001949,0.009405,NOMINAL,30,11,0,0,
2026-05-09T14:36:04,1778330164.09,0.7442,0.3475,0.8213,2.3086,0.9347,33.71,3.33,0.1667,-0.004945,0.010712,NOMINAL,30,10,0,0,
2026-05-09T14:36:06,1778330166.09,0.7541,0.3459,0.8296,2.3086,0.9347,34.16,3.27,0.1667,-0.010798,0.009851,NOMINAL,30,9,0,0,
2026-05-09T14:36:08,1778330168.09,0.7506,0.3426,0.8251,2.3086,0.9347,34.05,3.19,0.1667,-0.017018,0.009254,NOMINAL,30,8,0,0,
2026-05-09T14:36:10,1778330170.09,0.742,0.3352,0.8142,2.3086,0.9347,34.57,3.15,0.1667,-0.015691,0.005959,NOMINAL,30,7,0,0,
2026-05-09T14:36:12,1778330172.09,0.7345,0.291,0.7901,2.3086,0.7064,35.54,3.11,0.1667,-0.020297,0.013354,NOMINAL,30,6,0,0,
2026-05-09T14:36:14,1778330174.09,0.6116,0.2883,0.6762,1.5911,0.7064,36.39,3.0,0.1667,-0.009712,0.010332,NOMINAL,30,5,0,0,
2026-05-09T14:36:16,1778330176.09,0.5906,0.264,0.6469,1.5911,0.7064,36.9,2.94,0.1333,-0.005812,0.005579,NOMINAL,30,4,0,0,
2026-05-09T14:36:18,1778330178.09,0.5151,0.257,0.5757,1.4127,0.7064,37.64,2.83,0.1,-0.017375,0.006712,NOMINAL,30,3,0,0,
2026-05-09T14:36:20,1778330180.09,0.4518,0.2458,0.5144,1.4127,0.7064,38.89,2.73,0.1,-0.009427,0.003722,NOMINAL,30,2,0,0,
2026-05-09T14:36:22,1778330182.09,0.4423,0.2454,0.5058,1.4127,0.7064,40.15,2.58,0.1,-0.002923,0.003164,NOMINAL,30,1,0,0,
2026-05-09T14:36:24,1778330184.09,0.3696,0.2448,0.4433,0.8805,0.7064,41.11,2.5,0.1,-0.015063,0.000555,NOMINAL,30,0,1,0,
2026-05-09T14:36:26,1778330186.1,0.366,0.2085,0.4212,0.8805,0.4249,41.47,2.36,0.0667,-0.01727,0.005492,NOMINAL,30,0,2,0,
2026-05-09T14:36:28,1778330188.1,0.3664,0.208,0.4213,0.8805,0.4249,41.78,2.3,0.1,-0.017627,0.005836,NOMINAL,30,0,3,0,
2026-05-09T14:36:30,1778330190.1,0.3649,0.2164,0.4243,0.8805,0.4249,41.74,2.28,0.0667,-0.018037,0.00795,NOMINAL,30,0,4,0,
2026-05-09T14:36:32,1778330192.1,0.36,0.2132,0.4183,0.8805,0.4249,41.89,2.25,0.0667,-0.01188,0.006165,NOMINAL,30,0,5,0,
2026-05-09T14:36:34,1778330194.1,0.3589,0.2092,0.4154,0.8805,0.4249,42.19,2.26,0.0667,-0.015652,0.004186,NOMINAL,30,0,6,0,
2026-05-09T14:36:36,1778330196.1,0.368,0.2042,0.4208,0.8805,0.4249,42.29,2.25,0.0667,-0.018664,-0.000213,NOMINAL,30,0,7,0,
2026-05-09T14:36:38,1778330198.1,0.3406,0.2057,0.3978,0.8805,0.4249,42.17,2.23,0.0333,-0.011686,-0.004829,NOMINAL,30,0,8,2,RA Aggressiveness 70.0→72.0 | RA MinMove 0.2→0.2
2026-05-09T14:36:40,1778330200.1,0.344,0.2048,0.4003,0.8805,0.4249,42.46,2.16,0.0333,-0.008574,-0.005722,NOMINAL,30,0,9,0,
2026-05-09T14:36:42,1778330202.1,0.3061,0.2065,0.3692,0.667,0.4249,42.78,2.11,0.0333,-0.00334,-0.005967,NOMINAL,30,0,10,0,
2026-05-09T14:36:44,1778330204.1,0.3241,0.2068,0.3844,0.667,0.4249,42.94,2.07,0.0333,0.002903,-0.009755,NOMINAL,30,0,11,0,
2026-05-09T14:36:46,1778330206.1,0.3149,0.1933,0.3695,0.667,0.4249,43.53,2.04,0.0667,0.007231,-0.007923,NOMINAL,30,0,12,0,
2026-05-09T14:36:48,1778330208.1,0.3215,0.1922,0.3746,0.667,0.4249,43.87,2.01,0.0667,0.004536,-0.008095,NOMINAL,30,0,13,2,RA Aggressiveness 72.0→74.0 | RA MinMove 0.2→0.1
2026-05-09T14:36:50,1778330210.1,0.3202,0.1922,0.3734,0.667,0.4249,44.05,1.99,0.0667,0.004231,-0.007786,NOMINAL,30,0,14,0,
2026-05-09T14:36:52,1778330212.11,0.32,0.1911,0.3727,0.667,0.4249,44.13,1.98,0.0667,0.005289,-0.007287,NOMINAL,30,0,15,0,
2026-05-09T14:36:54,1778330214.11,0.3221,0.1902,0.3741,0.667,0.4249,44.17,2.01,0.0667,0.004457,-0.007898,NOMINAL,30,0,16,0,
2026-05-09T14:36:56,1778330216.11,0.3191,0.1859,0.3693,0.667,0.4249,44.84,1.99,0.0667,0.002587,-0.006654,NOMINAL,30,0,17,0,
2026-05-09T14:36:58,1778330218.11,0.3239,0.1894,0.3753,0.667,0.4249,44.56,2.0,0.0667,0.00274,-0.006277,NOMINAL,30,0,18,1,RA Aggressiveness 74.0→75.0
2026-05-09T14:37:00,1778330220.11,0.3148,0.2062,0.3764,0.667,0.616,44.44,2.01,0.0667,0.008848,-0.007772,NOMINAL,30,0,19,0,
2026-05-09T14:37:02,1778330222.11,0.3152,0.1978,0.3721,0.667,0.616,44.22,2.01,0.0667,0.010751,-0.00636,NOMINAL,30,0,20,0,
2026-05-09T14:37:04,1778330224.11,0.3405,0.1972,0.3935,0.72,0.616,44.37,2.01,0.1,0.006432,-0.005779,NOMINAL,30,0,21,0,
2026-05-09T14:37:06,1778330226.11,0.3217,0.1972,0.3773,0.72,0.616,44.06,2.02,0.1333,0.005143,-0.005136,NOMINAL,30,0,22,0,
2026-05-09T14:37:08,1778330228.12,0.3195,0.1916,0.3726,0.72,0.616,44.21,2.03,0.1,0.003817,-0.000534,NOMINAL,30,0,23,0,
2026-05-09T14:37:10,1778330230.12,0.3164,0.1943,0.3713,0.72,0.616,44.36,2.02,0.1,0.003877,-0.001773,NOMINAL,30,0,24,0,
2026-05-09T14:37:12,1778330232.12,0.3161,0.1908,0.3692,0.72,0.616,44.5,2.0,0.1,0.005661,0.000319,NOMINAL,30,0,25,0,
2026-05-09T14:37:14,1778330234.12,0.2968,0.1896,0.3521,0.72,0.616,44.14,2.03,0.1,0.001841,-0.001131,NOMINAL,30,0,26,0,
2026-05-09T14:37:16,1778330236.12,0.2945,0.1996,0.3557,0.72,0.616,44.47,2.04,0.1,0.002032,0.001278,NOMINAL,30,0,27,0,
2026-05-09T14:37:18,1778330238.12,0.2948,0.199,0.3557,0.72,0.616,44.2,2.04,0.1,0.00249,0.001358,NOMINAL,30,0,28,0,
2026-05-09T14:37:20,1778330240.12,0.3104,0.2069,0.373,0.72,0.616,43.81,2.03,0.1,-0.002351,-0.000516,NOMINAL,30,0,29,0,
2026-05-09T14:37:22,1778330242.12,0.3098,0.2071,0.3726,0.72,0.616,43.76,2.04,0.1,0.001943,0.0012,NOMINAL,30,0,30,0,
2026-05-09T14:37:24,1778330244.12,0.3097,0.2055,0.3717,0.72,0.616,43.75,2.06,0.1,-0.003939,9.4e-05,NOMINAL,30,0,31,0,
2026-05-09T14:37:26,1778330246.12,0.3099,0.2051,0.3716,0.72,0.616,43.92,2.05,0.1,-0.004589,0.001057,NOMINAL,30,0,32,0,
2026-05-09T14:37:28,1778330248.12,0.3103,0.2055,0.3722,0.72,0.616,43.88,2.06,0.1,-0.003992,0.000748,NOMINAL,30,0,33,0,
2026-05-09T14:37:30,1778330250.12,0.3241,0.1973,0.3794,0.72,0.616,43.8,2.05,0.1,-0.005934,0.002715,NOMINAL,30,0,34,0,
2026-05-09T14:37:32,1778330252.12,0.3239,0.1992,0.3803,0.72,0.616,44.26,2.07,0.1,4.6e-05,0.002097,NOMINAL,30,0,35,0,
2026-05-09T14:37:34,1778330254.12,0.3297,0.2052,0.3884,0.72,0.616,44.06,2.08,0.1,-0.003891,0.000788,NOMINAL,30,0,36,0,
2026-05-09T14:37:36,1778330256.12,0.3209,0.2024,0.3794,0.72,0.616,44.23,2.1,0.1,-0.005166,0.000784,NOMINAL,30,0,37,0,
2026-05-09T14:37:38,1778330258.13,0.3329,0.1938,0.3852,0.72,0.616,44.39,2.12,0.0667,7.5e-05,-0.001444,NOMINAL,30,0,38,0,
2026-05-09T14:37:40,1778330260.13,0.3345,0.1938,0.3866,0.72,0.616,44.51,2.13,0.0667,0.000173,-0.001013,NOMINAL,30,0,39,0,
2026-05-09T14:37:42,1778330262.13,0.3336,0.1908,0.3843,0.72,0.616,44.44,2.15,0.1,-0.001439,0.000162,NOMINAL,30,0,40,0,
2026-05-09T14:37:44,1778330264.13,0.3145,0.1903,0.3676,0.72,0.616,44.52,2.16,0.0667,0.002753,0.000541,NOMINAL,30,0,41,0,
2026-05-09T14:37:46,1778330266.13,0.3188,0.1902,0.3712,0.72,0.616,44.58,2.15,0.0667,0.006293,0.000443,NOMINAL,30,0,42,0,
2026-05-09T14:37:48,1778330268.13,0.3176,0.2232,0.3882,0.72,0.6607,44.8,2.15,0.1,0.002126,-0.004619,NOMINAL,30,0,43,0,
2026-05-09T14:37:50,1778330270.13,0.3201,0.2309,0.3947,0.72,0.6607,44.8,2.15,0.1,0.001346,-0.00585,NOMINAL,30,0,44,0,
2026-05-09T14:37:52,1778330272.14,0.32,0.2381,0.3989,0.72,0.6607,44.95,2.13,0.1,0.001181,-0.002991,NOMINAL,30,0,45,0,
2026-05-09T14:37:54,1778330274.14,0.3226,0.2374,0.4005,0.72,0.6607,44.91,2.13,0.1,-0.00138,-0.001753,NOMINAL,30,0,46,0,
2026-05-09T14:37:56,1778330276.14,0.3224,0.2375,0.4004,0.72,0.6607,44.73,2.11,0.1,-0.002369,-0.001179,NOMINAL,30,0,47,0,
2026-05-09T14:37:58,1778330278.14,0.3147,0.2362,0.3935,0.72,0.6607,45.04,2.11,0.1,-0.004871,-0.000141,NOMINAL,30,0,48,0,
2026-05-09T14:38:00,1778330280.14,0.3207,0.2078,0.3822,0.72,0.6607,45.4,2.1,0.0667,-0.005128,-0.00332,NOMINAL,30,0,49,0,
2026-05-09T14:38:02,1778330282.14,0.3323,0.2064,0.3912,0.72,0.6607,45.62,2.1,0.0667,-0.000398,-0.003255,NOMINAL,30,0,50,0,
2026-05-09T14:38:04,1778330284.14,0.3059,0.2217,0.3778,0.5692,0.6607,45.78,2.1,0.0667,-0.003708,-0.000303,NOMINAL,30,0,51,0,
2026-05-09T14:38:06,1778330286.14,0.3027,0.2333,0.3822,0.5692,0.6607,46.07,2.08,0.0667,-0.000651,-0.002505,NOMINAL,30,0,52,0,
2026-05-09T14:38:08,1778330288.14,0.3088,0.2284,0.3841,0.5692,0.6607,46.09,2.06,0.0667,0.001362,-0.000597,NOMINAL,30,0,53,0,
2026-05-09T14:38:10,1778330290.15,0.3081,0.226,0.3821,0.5692,0.6607,45.72,2.09,0.0667,0.002235,-0.001581,NOMINAL,30,0,54,0,
2026-05-09T14:38:12,1778330292.15,0.3216,0.2274,0.3938,0.5692,0.6607,45.35,2.1,0.0667,-0.000301,-0.001754,NOMINAL,30,0,55,0,
2026-05-09T14:38:14,1778330294.15,0.3214,0.227,0.3934,0.5692,0.6607,45.71,2.09,0.0667,-0.000715,-0.002619,NOMINAL,30,0,56,0,
2026-05-09T14:38:16,1778330296.15,0.3186,0.2187,0.3864,0.5692,0.6607,45.43,2.09,0.0667,0.003901,0.000878,NOMINAL,30,0,57,0,
2026-05-09T14:38:18,1778330298.15,0.3294,0.2214,0.3969,0.5692,0.6607,45.37,2.07,0.0667,0.002693,0.001002,NOMINAL,30,0,58,0,
2026-05-09T14:38:20,1778330300.15,0.3141,0.2205,0.3837,0.5408,0.6607,45.92,2.07,0.0667,0.000858,0.001577,NOMINAL,30,0,59,0,
2026-05-09T14:38:22,1778330302.15,0.3323,0.2221,0.3997,0.658,0.6607,45.67,2.06,0.1,0.007742,0.004124,NOMINAL,30,0,60,0,
2026-05-09T14:38:24,1778330304.15,0.3403,0.226,0.4085,0.658,0.6607,45.57,2.04,0.0667,0.00901,0.005808,NOMINAL,30,0,61,0,
2026-05-09T14:38:26,1778330306.15,0.3403,0.2362,0.4142,0.658,0.6607,45.47,2.06,0.0667,0.009021,0.003998,NOMINAL,30,0,62,0,
2026-05-09T14:38:28,1778330308.16,0.354,0.2408,0.4281,0.658,0.6607,44.82,2.13,0.0667,0.013394,0.002341,NOMINAL,30,0,63,0,
2026-05-09T14:38:30,1778330310.16,0.3404,0.2406,0.4168,0.658,0.6607,44.89,2.18,0.0667,0.010065,0.002879,NOMINAL,30,0,64,0,
2026-05-09T14:38:32,1778330312.16,0.4016,0.2408,0.4683,1.2333,0.6607,44.26,2.21,0.1,0.004336,0.001413,NOMINAL,30,0,65,0,
2026-05-09T14:38:34,1778330314.16,0.3995,0.2558,0.4744,1.2333,0.6607,44.06,2.26,0.1,0.003944,0.003667,NOMINAL,30,0,66,0,
2026-05-09T14:38:36,1778330316.16,0.4369,0.2574,0.5071,1.2333,0.6607,43.44,2.34,0.1333,-0.001386,0.003552,NOMINAL,30,0,65,0,
2026-05-09T14:38:38,1778330318.16,0.4458,0.2856,0.5294,1.2333,0.6805,43.35,2.39,0.1667,-0.001999,-0.00091,NOMINAL,30,0,64,0,
2026-05-09T14:38:40,1778330320.16,0.4631,0.2935,0.5483,1.2333,0.6805,42.83,2.43,0.1,-0.008376,0.001847,NOMINAL,30,0,63,0,
2026-05-09T14:38:42,1778330322.16,0.5182,0.3097,0.6037,1.2799,0.6805,41.96,2.48,0.1333,5.8e-05,0.005129,NOMINAL,30,0,62,0,
2026-05-09T14:38:44,1778330324.16,0.5257,0.3075,0.609,1.2799,0.6805,41.78,2.53,0.1333,0.00306,0.007441,NOMINAL,30,0,61,0,
2026-05-09T14:38:46,1778330326.17,0.5515,0.3106,0.6329,1.2799,0.6805,41.28,2.59,0.1333,0.011581,0.005964,NOMINAL,30,0,60,0,
2026-05-09T14:38:48,1778330328.17,0.5493,0.3259,0.6387,1.2799,0.8537,40.51,2.64,0.1333,0.010551,0.007272,NOMINAL,30,0,59,0,
